,username,public_repos,forked_repo_ratio,commit_count_last_6m,stars_total,followers,pull_requests_merged,avg_stars_per_repo,following,pull_requests_opened,issues_opened,readme_presence_ratio,cluster_label
248,browndebbie,104,0.2825502675186389,2082,7,20,204,0.0,0,102,84,0.019544844047543752,Cluster_3
249,jennifer54,13,0.2790082903477966,168,9,7,7,0.8146809751437518,0,24,62,0.0015949180460510545,Cluster_1
250,yhoward,1,0.40496858737618846,89,40,239,12,46.390015328310376,65,12,7,9.799644792081372e-05,Cluster_1
251,meyerjoshua,29,0.9987929358156545,587,7,16,57,9.931064092939629,0,42,57,0.0033066617720312794,Cluster_3
252,matthewruiz,178,0.054966306839822066,3579,30,5,351,30.29188194353192,0,116,88,0.010867740064746195,Cluster_1
253,timothy60,34,0.5785418182035315,748,22,6,74,0.0,3,64,2,0.0019579205994773134,Cluster_2
254,coxkenneth,0,0.08257215803527718,0,24,24,3,inf,0,0,2,0.0,Cluster_3
255,donald20,3,0.15452082999051897,88,9,62,8,0.0,75,0,12,0.00018219226334470907,Cluster_3
256,dkirk,49,0.4395629417728987,974,10,2,93,8.804349233124753,0,0,14,0.010943537082796516,Cluster_1
257,cdavis,2,0.5104601313464413,30,4,321,1,10.626643727060939,144,0,4,0.00019604295300022136,Cluster_1
258,pmckay,14,0.258792408364524,241,65,31,24,0.0,0,3,5,0.0014102544015155165,Cluster_1
259,shelly86,23,0.3164571308744162,543,92,40,44,0.0,15,0,0,0.0031082729038770804,Cluster_3
260,icollins,1,0.08696702025593306,1,8,17,0,18.2328612693915,0,0,3,4.234662968190191e-05,Cluster_3
261,pduarte,6,0.3032197838442505,154,511,20,8,85.63475688154928,0,46,0,0.0007176040107801272,Cluster_3
262,catherinewarner,0,0.9665584393805441,0,18,16,3,inf,57,7,0,0.0,Cluster_2
263,kennethcontreras,1,0.9447073816724817,78,520,92,0,533.1597365954995,14,21,0,1.9521964040330988e-05,Cluster_1
264,katie67,5,0.334878290136985,152,10,19,20,16.634369517242632,0,0,0,0.0011028797104334943,Cluster_3
265,bryantlaura,1,0.5708539362787616,24,0,63,0,0.0,52,0,0,0.0002054209793791299,Cluster_3
266,priceallison,85,0.9095953911109443,1688,68,10,166,0.0,20,38,6,0.010632894142832453,Cluster_2
267,josephjones,0,0.0061838226408966745,20,51,26,3,inf,0,31,0,0.0,Cluster_3
268,cgordon,3,0.8106835703375919,174,35,6,13,12.335749070696368,40,0,6,0.0004154082259846847,Cluster_2
269,jamesbruce,8,0.948369552788919,71,10,124,8,0.0,88,26,7,0.0001687203991441978,Cluster_1
270,moodyrick,64,0.09132573433355706,1319,31,5,128,2.4729441645806816,11,0,0,0.013564884847821854,Cluster_3
271,justin25,0,0.16144768603292103,0,13,12,0,inf,0,0,0,0.0,Cluster_1
272,carrmichael,42,0.9607463027713554,839,19,12,85,0.0,0,37,14,0.004775810504907071,Cluster_2
273,debbiedavis,7,0.5375401436403463,127,150,11,7,10.704485817768154,0,0,28,0.00021341060718038134,Cluster_3
274,katherine43,1,0.014196634471723701,0,46,59,0,85.9568954725429,0,74,73,1.5432387800342705e-05,Cluster_1
275,kgallagher,14,0.25763199876352916,279,99,12,29,37.265464955181486,4,0,9,0.0009229203223283764,Cluster_1
276,icooper,9,0.4499436742688596,123,21,162,12,0.0,125,0,0,0.0018067421054274752,Cluster_1
277,tammyrichards,3,0.6929089110247677,111,17,5,11,8.44693028784617,46,7,18,0.0005619052737028298,Cluster_2
278,msmith,8,0.7331603781367996,70,4,25,8,7.073564846961652,0,0,0,0.0006323542381277438,Cluster_1
279,teresa50,4,0.9954215129254561,106,17,6,10,8.323208454523563,56,0,0,0.0002414887220528982,Cluster_2
280,vanessaromero,8,0.287511199383759,143,0,37,17,36.29346895425576,113,0,0,0.0007744330618818283,Cluster_3
281,derek19,19,0.5382201018684752,321,11,19,32,2.32354521680946,0,32,41,0.00276938162713812,Cluster_1
282,scottmorrow,79,0.533323547859605,1590,28,15,148,5.099127892367173,42,30,37,0.0019361583244120678,Cluster_2
283,qyoung,1,0.4056452594472375,0,91,119,0,104.77324590292832,0,51,29,0.0001948252526651715,Cluster_1
284,dylan10,181,0.1691618938424202,3621,20,7,371,23.908891558522406,0,77,89,0.014578079647565743,Cluster_2
285,kimberlyconway,0,0.9774565631838426,0,61,48,0,inf,28,21,22,0.0,Cluster_3
286,natalie37,5,0.8533171866665861,123,0,6,17,10.761695726232785,0,17,19,0.0004959717971647301,Cluster_3
287,john57,17,0.4983330282942372,293,29,23,27,0.0,113,0,6,0.003275164725523392,Cluster_1
288,yfuller,11,0.6032454226840298,197,1,3,19,0.0,31,0,0,0.0016863618825084723,Cluster_2
289,xwright,2,0.2272610535596623,54,3,7,3,17.888424144105414,51,0,0,0.0003151714420877137,Cluster_1
290,jamessanchez,5,0.5437870703917469,61,23,17,18,9.60797394558611,7,19,10,0.0002826038421139657,Cluster_1
291,xcollier,3,0.6949701331214758,57,329,305,6,126.1892393431257,102,37,21,3.3698299024349296e-05,Cluster_3
292,megangross,3,0.5151670283865888,0,64,23,0,59.07665456675829,0,0,14,0.00032210899780869525,Cluster_2
293,alexander97,26,0.9902851705849413,551,34,240,46,0.0,132,1,0,0.001409686765960252,Cluster_1
294,bbeck,12,0.6113416562477262,328,31,27,42,25.341536829425007,0,0,1,0.0010257915682305601,Cluster_3
295,anne72,2,0.37097371259216905,179,9,11,17,0.0,39,17,12,0.00014879971976079239,Cluster_2
296,danielhatfield,28,0.7721520276158381,564,12,202,60,19.13556781406607,136,4,5,0.0011675460593244748,Cluster_2
297,robert23,11,0.17046251158164205,259,71,38,30,5.630130587183104,19,45,27,0.0013218257568104277,Cluster_1
298,steven34,25,0.38451581370626653,410,2,7,38,42.62009077785991,0,0,0,0.0037428913030046226,Cluster_1
299,amanda14,19,0.34695895037758584,455,96,40,48,7.654370304182129,105,0,0,0.0023320286457812617,Cluster_3
300,huberjennifer,2,0.43180709510777726,78,16,12,4,0.0,0,0,0,0.0004125692860484838,Cluster_3
301,nballard,3,0.7817798259287263,35,146,1,0,57.06415912250202,135,0,0,0.00047146623643364824,Cluster_2
302,mccarthyanthony,22,0.48417303216340746,501,186,81,55,14.933401068910854,73,26,0,0.0016772885561115493,Cluster_3
303,michaelnelson,18,0.7940144502659627,347,1,103,33,22.817497437764512,41,0,0,0.0008415380402971777,Cluster_2
304,deannagreen,7,0.5764889031398659,117,11,316,14,10.532484543527081,180,16,36,0.0010998409301730206,Cluster_1
305,stephaniehughes,8,0.34206943465755535,183,7,37,20,50.37629278338606,0,0,18,0.0007368619686119124,Cluster_1
306,tonyamooney,50,0.8099787436834724,946,1,13,97,0.0,57,16,21,0.0060183949135724,Cluster_1
307,vancechristopher,3,0.23828967055309158,111,5,70,3,0.0,163,0,24,0.0004219100676185362,Cluster_3
308,gabriela36,16,0.2243829797997955,267,2681,71,23,155.4847789989389,0,0,0,0.0024792062313248485,Cluster_3
309,ballnatalie,5,0.5045029240548358,47,99,234,3,21.51336676708354,102,40,12,0.0002729054286621657,Cluster_3
310,walkertheodore,5,0.2608492459620889,54,1044,18,1,213.4211824216591,3,0,15,0.000686856720337282,Cluster_3
311,dcruz,38,0.009087034951216322,797,147,15,81,9.492631651749132,51,8,0,0.0060077990906675085,Cluster_1
312,teresa23,25,0.6482975272988015,469,8,6,52,1.663753509879984,108,43,15,0.001453010286804212,Cluster_1
313,philipjordan,25,0.511093821472398,432,16,44,49,0.0,41,35,67,0.0023805962224912034,Cluster_1
314,snydercarmen,52,0.4455178144931612,1009,95,1,99,0.0,107,75,47,0.004300053875666348,Cluster_3
315,kwalker,7,0.9669685146183153,138,72,64,15,2.7822397890031603,40,17,54,0.0013300800859516527,Cluster_3
316,tylermurphy,20,0.5711991839629137,340,11,48,36,23.38075320470227,46,0,0,0.004686133991412768,Cluster_2
317,murraydavid,4,0.8634315777893845,22,2,48,5,27.635993709829584,40,63,22,5.227090853630853e-05,Cluster_2
318,lunderwood,12,0.13945023620516017,345,12307,24,30,1024.0440426045245,73,23,24,0.0004150734040812721,Cluster_1
319,raymond27,6,0.5692064631294277,76,25,200,16,0.0,78,0,2,0.000629098164523264,Cluster_3
320,amy36,8,0.8679796267309029,143,18,74,18,0.6265277936641778,77,5,0,0.0007483740853028882,Cluster_3
321,carterchristopher,18,0.583105757279898,341,40,8,38,44.05553092762381,0,14,2,0.0029384977309277857,Cluster_3
322,whitejennifer,2,0.7180141781270015,18,21,8,7,30.47935670633241,0,0,61,0.0005327373659357708,Cluster_3
323,uarias,170,0.3720435678122074,3431,41,5,345,11.256030301239184,0,43,31,0.04368346939010221,Cluster_3
324,wmora,1,0.09244951703706661,67,335,45,1,354.2536983410514,26,49,44,5.7421213209979394e-05,Cluster_1
325,melissajohnson,1,0.4579002951270714,4,26,4,0,56.81133222682625,0,0,0,0.00012167810093017857,Cluster_3
326,jonathansmith,41,0.3944793908388575,758,4,102,67,0.0,107,26,21,0.005875345181054717,Cluster_1
327,robertsveronica,24,0.8670601823789473,543,24,146,56,0.0,29,74,44,0.004020984998179474,Cluster_3
328,oliverrebecca,18,0.24399530235247224,355,14,5,34,0.0,0,0,27,0.001010840149408415,Cluster_3
329,stephanieroberts,18,0.9667342275351081,446,429,15,44,35.575621274753,0,28,43,0.002192281639610596,Cluster_3
330,ecastaneda,7,0.9581381198044961,27,272,20,8,42.0593606699348,59,0,10,0.00024454780055486173,Cluster_3
331,jeffery57,1,0.2476316430714387,29,40,75,0,55.12622581378816,0,10,7,0.00016206401941975488,Cluster_1
332,devans,8,0.3480519554773205,255,3,224,24,0.0,131,10,0,0.0008586064603488191,Cluster_3
333,lhorton,2,0.895555740873885,22,3,1,2,28.939041013583125,0,24,0,0.00026648731736668673,Cluster_1
334,stephaniesalazar,31,0.9666222208961075,608,34,12,51,0.0,47,51,32,0.0028799563736391465,Cluster_3
335,victoriakelly,5,0.44343910283604404,114,60,13,10,25.89091103916366,0,0,21,0.00029973651894309,Cluster_3
336,williamlee,2,0.3209970456408978,12,16,2,0,31.908129978458796,139,43,59,0.00020663906204089014,Cluster_1
337,icooper,4,0.526094013251542,64,13,9,3,25.55248630989937,99,46,5,0.0004375185986943575,Cluster_3
338,llong,13,0.6877692063657348,243,11,38,28,8.062722014189777,3,0,0,0.0018359339797150407,Cluster_2
339,natalie89,3,0.2734745153749798,28,31,13,5,26.720271460984236,0,1,23,0.00034920774913703114,Cluster_1
340,debbie71,2,0.7364731746190728,101,0,1,7,34.83321327944574,157,0,0,8.808900622691691e-05,Cluster_3
341,adamnicholson,10,0.051657357114641034,223,4,1496,22,10.672024679493918,694,0,0,0.00023129404586686908,Cluster_1
342,ytaylor,10,0.04929449276441644,212,10,29,15,0.0,11,0,0,0.0018446592799720239,Cluster_1
343,velazquezronald,3,0.3862877051455452,100,291,23,9,108.6610146192777,12,24,1,0.0004348783154860573,Cluster_1
344,melinda95,3,0.3534731920607206,46,7,3,19,1.587708972941526,1,0,33,0.00016759408692251844,Cluster_1
345,mcknightmicheal,10,0.3156332153671523,161,45,29,25,0.0,0,0,21,0.0009153460114552771,Cluster_3
346,samantha24,0,0.49101976266891,0,49,15,0,inf,32,0,0,0.0,Cluster_3
347,lynchpaula,0,0.32073358231157123,0,342,1,0,inf,0,38,57,0.0,Cluster_1
348,phillip08,2,0.19225791846809193,0,321,4,0,183.62835542994878,73,0,3,0.00022076831878249794,Cluster_2
349,hchen,5,0.3094695490886009,74,29,66,3,0.0,0,15,35,0.0009146835134448342,Cluster_2
350,wallacedavid,11,0.974904272810235,194,14,370,21,0.0,187,3,34,0.0006503570478361894,Cluster_3
351,andre00,67,0.4111134169948486,1446,10,34,141,3.5228709195534726,0,61,30,0.0014112631036562505,Cluster_2
352,clarkmegan,26,0.44471277685833577,381,21,105,42,8.411240059801234,0,24,28,0.003516736775250634,Cluster_3
353,gordonjamie,5,0.57654498995114,91,15,15,16,4.876658907711378,0,27,6,0.00029895199031967717,Cluster_1
354,swalker,7,0.9833407684142266,226,89,17,24,13.128459387993782,0,0,23,0.0002684682024512846,Cluster_3
355,michael75,1,0.241601276435763,26,70,103,3,48.625460915873475,124,0,2,0.00010701559549492757,Cluster_1
356,valerie22,7,0.6812821105324338,177,96,243,9,10.935942974787249,119,14,32,0.00042430957192223184,Cluster_3
357,cartermelissa,4,0.7159846935417241,84,319,141,12,72.7818834099117,135,0,38,0.00034556169661950116,Cluster_1
358,monique76,11,0.6073244167930659,186,946,4,12,107.45417481534881,0,6,17,0.0027372590205023075,Cluster_1
359,corey68,2,0.08857833963664408,0,41,18,0,28.086507280612285,39,10,3,0.00035587191509309793,Cluster_2
360,jwilliams,16,0.6768722758275765,330,239,30,37,9.377557565096101,0,45,25,0.001616581643553657,Cluster_3
361,nlewis,73,0.06409471103617548,1421,17,13,147,34.710574240784084,0,60,0,0.02083432889618499,Cluster_1
362,abrown,6,0.5961426495498969,79,279,35,5,41.12184647569981,0,0,0,0.0003122903906564914,Cluster_2
363,mayanthony,13,0.7395811772217427,235,223,68,21,28.309580631569418,50,0,23,0.00075646918528345,Cluster_2
364,christyortiz,20,0.21096989061995042,487,203,90,45,6.8115733282143545,58,61,60,0.0023318482901480337,Cluster_2
365,lanetimothy,4,0.841622007542774,200,39,251,14,42.37305030056008,164,0,0,0.00016477244791017272,Cluster_2
366,vcline,10,0.030353805533004263,210,9,12,17,2.6371955162722203,16,0,4,0.001647029580781299,Cluster_1
367,karenkemp,7,0.8438128636583061,116,2,2,3,2.613998843527759,102,22,8,0.0007434110760694165,Cluster_3
368,cmorris,8,0.4603290506427651,101,30,34,13,0.9525928245457287,25,53,49,0.000295652852977927,Cluster_1
369,gonzalezbrenda,2,0.2175879399316445,63,522,338,8,264.9302385200243,218,0,55,0.00021916175527990868,Cluster_3
370,billy20,7,0.133778144993968,229,18,9,25,26.56218534438676,0,4,20,7.737235873418128e-05,Cluster_2
371,calvin73,15,0.9533071675823725,287,136,56,23,25.983543560360424,0,0,0,0.0004722356177918642,Cluster_3
372,shane24,65,0.07266558758115671,1181,151,57,112,2.884600545400343,64,36,19,0.008573747072980293,Cluster_3
373,jeremy07,31,0.19909341993592566,653,19,26,65,34.63940535493953,8,0,35,0.0026795304400294407,Cluster_3
374,bmorales,186,0.34782234743304596,3769,354,20,377,19.362938633302992,51,70,6,0.02563282928862414,Cluster_2
375,kevinreid,2,0.6202348489611205,0,0,5,0,0.0,20,23,0,0.0001542168834695535,Cluster_1
376,dixonjeffery,27,0.5448010852760984,548,3,0,53,0.0,0,0,17,0.003743836448898198,Cluster_2
377,xduke,9,0.12564349241231398,202,6,3,28,0.0,55,32,51,0.0017022659202938397,Cluster_1
378,wthompson,197,0.2897279837382146,3936,7,11,395,8.302508565928916,0,93,71,0.035438977895090935,Cluster_1
379,mharris,2,0.23875177108602408,0,60,104,9,41.94400741262854,83,0,0,0.00016148804319135736,Cluster_3
380,thomasbrooks,2,0.21354285449034138,90,55,17,15,54.682753666040384,72,36,35,0.00011781294527398978,Cluster_3
381,crivera,3,0.41114433647998705,39,67,9,12,0.4424138309533312,0,0,10,8.895323292717107e-05,Cluster_1
382,tyler63,0,0.7040314525916569,0,96,5,0,inf,60,0,8,0.0,Cluster_1
383,christopher88,3,0.21745293221723594,0,5,53,2,0.0,46,0,0,0.00027435909241786715,Cluster_2
384,cortezkelli,2,0.3666788797029814,103,3,154,8,0.0,119,31,19,0.00025914378341987426,Cluster_2
385,robertbrooks,9,0.39091742684116226,210,67,99,12,0.0,7,0,0,0.0001730301778373197,Cluster_1
386,adrianaburke,12,0.9764565294354102,244,10,49,31,8.165578219213755,35,0,62,0.0015484890696881586,Cluster_1
387,ericarosales,123,0.9546663568790689,2437,1,2,242,15.436018779107135,0,66,43,0.009422671080267753,Cluster_2
388,lsmith,30,0.8001375827520759,573,190,11,52,0.0,91,8,18,0.0007137041821016382,Cluster_3
389,agross,3,0.24165892081918516,6,407,372,0,119.48114827892186,85,0,0,0.0002771684389099231,Cluster_3
390,shelia06,1,0.06803731409166969,0,546,108,0,510.4035364935313,36,6,24,0.00011105614001959449,Cluster_3
391,rebeccapatterson,15,0.31690413772062476,193,46,2,15,7.3537108322065805,0,0,0,0.00198572649241458,Cluster_2
392,cannonjames,1,0.26679454943383085,0,102,18,0,87.35722196058524,42,0,0,8.762491867109272e-05,Cluster_1
393,trivera,115,0.5059258001463939,2284,389,34,237,36.64323625988912,113,121,71,0.024419867728613005,Cluster_2
394,colemangregory,43,0.7777279100677931,890,10,6,85,8.428734132526778,35,24,65,0.002597469402055,Cluster_1
395,xraymond,3,0.858322938878858,58,244,0,14,77.90441846419783,148,6,33,0.00046598892889327987,Cluster_1
396,kathy43,0,0.8448640854105085,39,54,23,8,inf,0,0,0,0.0,Cluster_2
397,dpierce,56,0.35967556122306776,1187,171,6,120,0.0,0,54,45,0.011551138917878444,Cluster_2
398,stephensmith,6,0.6872343434606829,172,46,6,20,0.0,0,0,0,0.000344174374672895,Cluster_2
399,dwade,47,0.31283419752422004,963,341,11,96,0.0,11,0,10,0.005390082088219484,Cluster_2
400,dennisrussell,0,0.06090554323518271,0,49,16,6,inf,0,0,12,0.0,Cluster_2
401,ibarnes,3,0.7015652656029423,10,2,19,3,0.0,0,0,23,0.00037413698447741735,Cluster_1
402,maldonadojames,7,0.009827552569787845,176,451,5,9,71.97046597741831,33,0,0,0.0007644662401641936,Cluster_2
403,ryan50,7,0.40918258745848857,223,6,14,23,11.142454705440041,0,0,0,0.0005074424387334136,Cluster_3
404,josephphillip,3,0.32937926930207573,77,315,1,11,95.82735205396544,0,0,0,0.0003050791842705161,Cluster_3
405,jessicagrant,18,0.6933775385188524,455,28,32,44,40.2586009208619,0,0,0,0.0044045369774168945,Cluster_1
406,moorejacob,1,0.7662454727603789,0,275,0,0,240.06541266967815,0,0,0,2.7977474293773865e-05,Cluster_1
407,jenniferharris,5,0.30409463597128383,42,255,13,1,52.16327797944526,57,0,6,0.0004206294778911559,Cluster_2
408,hannahthompson,8,0.8116270144448535,202,71,79,13,4.503395918241495,0,0,0,0.000630224771584281,Cluster_2
409,mitchell31,15,0.29391676050493376,313,82,4,23,0.0,0,10,62,0.0023340422641404093,Cluster_2
410,kenneth14,21,0.4463263599865612,485,70,58,40,0.0,58,13,0,0.00561679229378299,Cluster_3
411,robert04,1,0.7270185270141339,19,0,113,5,0.0,96,26,8,0.00018941840441703454,Cluster_3
412,dustin90,0,0.6929202292247886,0,40,0,0,inf,71,0,7,0.0,Cluster_3
413,stevensedward,50,0.9873684723122,989,4,16,95,0.0,31,0,0,0.0014522735709318376,Cluster_1
414,vargasangela,12,0.22516102421593187,163,45,0,12,0.0,6,0,12,0.0005229188786308477,Cluster_1
415,millerrobert,2,0.6623179135395824,0,4,16,0,0.0,36,0,8,0.00040752372367295237,Cluster_1
416,jhobbs,75,0.6096819082757774,1548,3,19,145,0.0,0,50,21,0.002414562818267555,Cluster_1
417,millerdavid,8,0.9150984544900299,203,595,0,22,66.33307791006939,0,47,35,0.0002318250270493722,Cluster_2
418,bpeterson,43,0.15636214164487505,878,227,360,81,1.3383325619053066,91,23,24,0.0013063647694262237,Cluster_3
419,wayneramos,8,0.751798163586933,73,32,30,12,1.8275640422098252,59,0,35,0.0007801813871584286,Cluster_1
420,zpadilla,162,0.5682686162687683,3222,46,5,319,0.0,13,54,94,0.02142308341903467,Cluster_2
421,victoriahernandez,102,0.2746658697879054,1978,21,180,197,0.0,128,25,0,0.003749819346998347,Cluster_2
422,valerie80,5,0.4744349141471741,158,92,1,15,1.329433837930111,0,0,0,0.0005658524904999589,Cluster_1
423,howellbrett,31,0.3337765970697978,590,9,3,60,30.769238763910828,0,49,31,0.004199359024552369,Cluster_3
424,nicole59,19,0.5793134027884609,325,198,0,32,0.0,0,45,0,0.0012164394057221574,Cluster_2
425,freemanbetty,57,0.8890006108146659,1141,20,299,111,0.0,224,23,30,0.0032822897762899796,Cluster_1
426,pricesavannah,1,0.569304984412202,0,15,33,1,0.5242242177223879,47,5,5,0.00017284141327689303,Cluster_2
427,justin67,20,0.631722418326584,474,34,54,49,0.0,38,0,9,0.0043505170284055305,Cluster_1
428,gordon38,36,0.5187478471147094,683,11,31,64,0.7983868883144886,0,0,0,0.002031051054245696,Cluster_3
429,josephdunlap,0,0.051165506445475906,0,59,47,2,inf,43,53,38,0.0,Cluster_3
430,tyronehunter,1,0.23285855687609425,0,12,22,5,2.8107921924957964,0,0,11,7.426895656550171e-05,Cluster_1
431,michellewest,0,0.49200172943208276,0,76,30,3,inf,10,0,5,0.0,Cluster_2
432,otownsend,4,0.31023528374470477,51,295,23,9,59.35372898013459,0,55,0,0.00018025689549293832,Cluster_1
433,zandrews,21,0.18176359776119422,348,9,8,35,8.463084183094638,117,10,10,0.002191494477113237,Cluster_3
434,edwardmclaughlin,70,0.5041328419184383,1459,26,18,141,41.47528342324285,82,1,46,0.0027626977144727936,Cluster_2
435,olamb,8,0.3228097934478503,193,75,30,15,0.0,68,24,20,0.0008759636277345991,Cluster_1
436,rogersashley,85,0.2581076431734147,1698,15,23,171,8.055735062927388,0,65,42,0.011808920614361455,Cluster_1
437,christopher24,0,0.4639854174403808,68,76,2,11,inf,44,0,39,0.0,Cluster_3
438,jasmin06,0,0.13328425808217315,33,89,2,17,inf,10,0,0,0.0,Cluster_2
439,jessicabrandt,6,0.9277457330754073,78,232,101,12,52.602525876588096,111,29,39,0.0005419023874315043,Cluster_3
440,ellisontom,13,0.867702097919239,208,11,12,14,4.954407790527058,22,0,0,0.0012297403907127887,Cluster_3
441,hthompson,7,0.7076205857405353,180,6,48,14,0.06073133484086202,23,11,33,0.0007658616300073318,Cluster_3
442,usmith,0,0.10621382758845621,19,19,3,13,inf,13,42,45,0.0,Cluster_2
443,lawrencejensen,6,0.775877254469693,128,5,2,11,0.0,0,0,0,0.0006210862459036559,Cluster_3
444,banderson,1,0.807957328109019,0,91,5,0,89.06308678096431,0,0,0,4.6766455447009404e-05,Cluster_3
445,christophercaldwell,20,0.7677646177143377,430,4,14,38,0.0,25,17,34,0.002527584162971472,Cluster_2
446,gordonmichelle,12,0.11396588711924116,202,2207,7,28,172.0395468643173,60,0,0,0.0016791521247594983,Cluster_3
447,brentkane,1,0.6439079570677647,14,341,139,3,363.1370724894514,41,0,0,0.00024365184244503374,Cluster_2
448,angelica01,3,0.8343247957493986,132,33,26,9,12.970244421593824,10,32,34,3.681582343119216e-05,Cluster_3
449,kathygarner,1,0.5773534012196677,0,157,321,0,174.853288378711,80,0,0,6.121544888324187e-05,Cluster_2
450,rbailey,6,0.646407375228089,41,1,36,5,29.55954439983515,90,0,3,0.0006922413175246354,Cluster_3
